,Client,Product,RecSys,Utility_perceived,Utility_real
0,0,28,r,1.0539235408387226,0.5441155479690684
0,0,206,r,-0.05057415651974151,0.4488876949573355
0,0,39,r,1.2031762692917125,0.7010784157509008
0,1,51,r,0.5789939236664119,0.5090919341840369
0,0,25,r,0.6105771631363222,0.6463587147549646
0,1,140,r,0.4764725034793001,0.5706459150666634
0,0,199,r,0.9875212811898479,0.5445998369192234
0,1,63,r,0.5505235413499971,0.5748470788139461
0,2,69,r,1.1176215688825548,1.1894267789190343
0,0,226,r,0.8918757688157019,0.3887345963797309
0,1,9,r,1.1380879089823006,1.1832985315397315
0,2,231,r,0.8320891069646623,1.361457467425631
0,0,58,r,0.8684822214728304,0.9308984294124163
0,1,236,r,0.5036113360530607,0.5322436821602932
0,2,70,r,1.2516428271186624,1.2867591247160564
0,3,214,r,1.10742714928882,0.668092595799269
0,0,8,r,1.1905270559532675,1.229351680087171
0,1,164,r,0.24542139437105392,0.2839613440617279
0,2,28,r,1.2546453679031098,0.7672435895246229
0,3,177,r,0.7625222409531023,0.10423128945310063
0,0,10,r,1.061200153965896,0.5492252672940399
0,1,73,r,0.7636147900863105,0.2890990558381514
0,2,0,r,1.8395582966765693,1.4022661159897098
0,3,28,r,0.8219519328850791,0.3488833683699787
0,4,227,r,0.8934763748350998,0.45802697100111966
0,0,207,r,0.5721767868052685,0.6151789358575905
0,1,58,r,0.7506326182284021,0.799785902935175
0,2,239,r,1.2821722704901544,1.3315749285855585
0,3,139,r,0.9456148151256789,0.5013193408033825
0,4,84,r,0.9382962639811775,0.48975126898704147
0,1,81,r,1.0742466342779264,0.6287570886801026
0,2,157,r,0.8050467065519014,0.8053316630029228
0,3,81,r,1.3902162955857058,0.9017480585555537
0,4,88,r,1.1368491864088917,1.1634223537327855
0,5,248,r,0.743278236179957,0.12891781025176713
0,1,227,r,1.0054408657409952,0.502022610639014
0,2,39,r,1.3263307644860636,0.9047459476968178
0,3,57,r,0.6277920228444621,0.6577331029196458
0,4,37,r,0.346547531134273,-0.13615783134649523
0,5,88,r,1.5368418491816747,1.5825428611556331
0,2,10,r,1.4080845737877923,0.9493062139434423
0,3,239,r,0.783912338711656,0.8416389318076115
0,4,237,r,0.18291832708929356,-0.31552850563913126
0,5,29,r,0.46046854910724777,0.5339120615344886
0,6,176,r,1.5630494568420807,1.084447549182244
0,2,79,r,1.283126675037217,0.8627447780967471
0,3,49,r,0.7211738607219131,0.7809420626724454
0,4,152,r,0.7027323859218427,0.7753343834391808
0,5,9,r,1.7365383932105416,1.7297609926906963
0,6,39,r,1.2178073925785813,0.7780628060784204
0,3,188,r,1.2938434141628656,1.3567134438608743
0,4,176,r,1.1703430464592013,0.7615771893499708
0,5,8,r,0.9141019747753434,0.9818871493522324
0,6,58,r,1.1967593820627773,1.0881687471242507
0,7,81,r,1.3313984901358002,0.8665951667955496
0,3,221,r,1.1135037776716858,0.635296365041223
0,4,0,r,1.2579272199762639,0.8075418516350091
0,5,92,r,1.0351969263608467,0.6134202817693469
0,6,76,r,0.7939298271148965,0.8634145308132947
0,7,239,r,0.7528297701720387,0.7911970274107194
0,4,244,r,1.162456515955888,0.6937619322142595
0,5,153,r,0.8798005202524859,0.41528625969427196
0,6,226,r,1.0822596755167908,0.576251315382132
0,7,28,r,0.8407750700887566,0.38593099637649664
0,8,247,r,1.1399003142251303,0.9674051783799067
0,4,52,r,0.6929338102802529,0.7758208920469228
0,5,247,r,1.3055381217908488,1.2959511874399159
0,6,81,r,1.5073941767267118,0.9891611884140316
0,7,180,r,0.7621537363320336,0.2587673057079816
0,8,226,r,1.245092890183514,0.39300535211792315
0,5,188,r,1.4130105382835985,1.4628795175188138
0,6,70,r,0.93735482465234,0.9905481597047494
0,7,40,r,0.7944634129035569,0.8848942785316812
0,8,63,r,0.5984212486402345,0.6662598629697746
0,9,29,r,0.45634623278703307,0.5124379812623574
0,5,97,r,0.5654393943935302,0.6218892722328581
0,6,8,r,1.5724808679811402,1.0225947227350427
0,7,125,r,1.0197930471145702,0.548338112275299
0,8,74,r,1.6212912466639424,1.1845766749450002
0,9,214,r,1.0840041581325408,0.6239354714239944
0,6,218,r,0.5247601239681152,-0.15057928228905842
0,7,18,r,0.7674926890507503,0.2761707310117466
0,8,154,r,1.0996071810479586,0.6466165706627647
0,9,3,r,0.44606490139674304,0.42886460333686865
0,10,140,r,0.5157136386907328,0.583779386763267
0,6,0,r,1.662994899429707,0.8737753768984281
0,7,94,r,1.038576900463902,1.0764295158760548
0,8,188,r,1.260107702291501,1.3057472426978498
0,9,93,r,0.5618962491082304,0.6367838200669658
0,10,249,r,0.4109857722279376,0.4579205794048564
0,7,0,r,1.3269608580862493,0.8957452708377288
0,8,51,r,0.7872354641662562,0.8570883315562954
0,9,244,r,0.9471720719859807,0.49495414380077907
0,10,141,r,0.8439489082860211,0.38742459733197054
0,11,141,r,1.2486004528612598,0.770689321505702
0,7,25,r,0.551086831067901,0.5634308116572948
0,8,244,r,1.3530352634631029,0.8884631977813957
0,9,10,r,0.9181492888250767,0.4197360114018801
0,10,228,r,0.4753345826898767,0.5123479691246869
0,11,178,r,0.9732599845152867,1.015614145867666
0,8,180,r,1.0551652057749323,0.020251144667369547
0,9,75,r,1.0309116711022472,0.5797198845061644
0,10,45,r,0.636901567224363,0.7093440730406086
0,11,188,r,1.5005639957275707,1.5558278220226136
0,12,71,r,0.14510227079751148,0.7162581634719485
0,8,67,r,0.7454123879618519,0.80220005425638
0,9,39,r,1.057405789606615,0.6380097176460935
0,10,81,r,1.058731421783917,0.6236843543017817
0,11,142,r,0.8981764521427033,0.9545203239302616
0,12,125,r,1.423583626203424,0.9442131899930941
0,9,54,r,0.4394691614476357,-0.08357215225646814
0,10,18,r,0.5752404137534592,0.07155418535923871
0,11,248,r,0.6108863718540327,0.13220759188394968
0,12,83,r,1.2148656170008425,0.7212111224337434
0,13,228,r,0.7020169154229329,0.6530652606197305
0,9,173,r,0.8175797305572806,0.2849699510509663
0,10,21,r,0.7281757480522855,0.2098603267116408
0,11,53,r,0.6322132456573941,0.6666687357157894
0,12,39,r,1.462525320392587,0.9883159416967178
0,13,74,r,1.1435664529377134,0.6759043253201311
0,10,75,r,1.1289877867746725,0.6533412985925307
0,11,58,r,1.3304656869978313,1.3813390460768136
0,12,244,r,1.3221691727806615,0.8166494937741553
0,13,94,r,1.267995737069934,1.2941798490031466
0,14,92,r,1.676806351325462,1.2094515063866402
0,10,73,r,0.8806263871424511,0.363505528707492
0,11,0,r,1.7055705808146453,1.2716879512098775
0,12,188,r,1.3890994717827925,1.4276707341138262
0,13,142,r,0.5119890231738754,0.588635988310896
0,14,7,r,0.43198979869325327,0.5020971853443043
0,11,228,r,1.0694907105827267,0.7947496293576071
0,12,52,r,1.0783023699967569,1.120476306235815
0,13,97,r,0.5568317258555716,0.6096065732786032
0,14,199,r,1.075345880797442,0.5820116908865068
0,15,83,r,1.274702656321539,0.5506913610971992
0,11,199,r,1.0861643244923211,0.6527619210073329
0,12,45,r,1.096413015739397,1.1365767096452908
0,13,112,r,0.34173895147998257,-0.19381578114389342
0,14,177,r,0.7708218779357613,0.23622518309394203
0,15,169,r,0.48055084627861944,0.5437142335234753
0,12,226,r,1.2431433733781108,0.6783591969606241
0,13,176,r,1.1056350495871645,0.6553621849658124
0,14,57,r,0.803193897816741,0.8506894791396292
0,15,76,r,0.6342564477072975,0.6698811516703712
0,16,74,r,0.9392588168233892,0.4967397628572381
0,12,75,r,1.4539360915096515,0.9879401035893137
0,13,221,r,0.938914380662718,0.460710632231847
0,14,39,r,1.4762078138071866,1.0314117180227804
0,15,189,r,0.372054208123888,0.4352674666252852
0,16,53,r,0.3926465464590523,0.45194624364378444
0,13,239,r,1.0645460162047429,1.0715088985711423
0,14,26,r,0.7598335341691216,0.7867788282346786
0,15,67,r,0.5933983452007064,0.613108765487471
0,16,79,r,0.8646909681339479,0.4095216826532714
0,17,124,r,0.6914853842045586,0.6889526711411755
0,13,199,r,0.8292445041300801,0.37562878013082523
0,14,70,r,1.1448298164982955,1.1541932838545805
0,15,74,r,1.6650919622788796,1.0555378712836059
0,16,73,r,1.0382558097720382,0.555821902275274
0,17,139,r,0.926664867134379,0.44841481305359876
0,14,173,r,1.5266760791918395,0.5023330393429308
0,15,52,r,0.7314787619328278,0.7867734205918118
0,16,139,r,0.943793540449927,0.5048573165381438
0,17,74,r,1.5255334767334254,1.0506602451790554
0,18,229,r,1.063708342917348,1.1158475427518604
0,14,214,r,1.2972428287097073,0.8504355977683637
0,15,81,r,1.025494486884662,0.5891341660664666
0,16,176,r,1.171866912858205,0.6942790160773831
0,17,214,r,1.1007358381179433,0.6390941144672125
0,18,212,r,0.7219427316200439,0.23659780915404627
0,15,51,r,0.7164628619452058,0.5249371936366711
0,16,63,r,0.53670761540069,0.6213574983650414
0,17,9,r,1.0655135727616063,1.1222999094798392
0,18,21,r,0.9500081531465052,0.4598755951974987
0,19,249,r,0.9941854434326683,1.0473577962368754
0,15,177,r,0.6151107075518525,0.05667318524695139
0,16,190,r,0.581984718307196,0.593608308356318
0,17,75,r,1.1118809028225278,0.6391715548241614
0,18,9,r,1.131235187864351,1.1882995904193572
0,19,10,r,1.1952071875216626,0.7135488443629144
0,16,9,r,1.067656280460117,1.1367671497486485
0,17,86,r,0.5389889705851796,-0.008099435087862525
0,18,136,r,0.6898784090657918,0.20116421016589917
0,19,221,r,1.4943275781878302,1.0238488666469985
0,20,93,r,0.5671896474219801,0.633467014667781
0,16,28,r,0.9248445778118435,0.44216449326099444
0,17,52,r,0.6967498671921366,0.7262984536555007
0,18,119,r,0.5811640018230951,0.6489562512312219
0,19,188,r,1.4470412262087196,1.4580308566915616
0,20,124,r,0.5765691176443664,0.5678752335516358
0,17,0,r,1.2328217054014077,0.7257445999394331
0,18,79,r,0.9590750297271089,0.478734192271001
0,19,210,r,1.0906356207913417,0.6166650638497378
0,20,199,r,0.8817473630457119,0.4156660651379682
0,21,148,r,0.7732595714543407,0.8492718303942572
0,17,141,r,1.07768447533868,0.42291501718188207
0,18,237,r,0.2689101350937582,-0.2517310533670839
0,19,83,r,0.928817285028956,0.4711134175992869
0,20,229,r,0.9514256139783428,0.9646361034500117
0,21,39,r,1.150090078946476,0.7039877422700721
0,18,46,r,1.173111186641885,0.7365702243510952
0,19,244,r,1.0407242169279758,0.5895066587986242
0,20,202,r,0.6428171450005837,0.6446870273222765
0,21,88,r,1.0959695090098678,1.1187119327887183
0,22,45,r,0.9144313093931377,0.9933148445462144
0,18,228,r,0.5720593644331105,0.6053703727586872
0,19,75,r,1.403534586349398,0.9431438805623683
0,20,153,r,0.7629360617724491,0.2129551509677086
0,21,189,r,0.6669868530196128,0.7449378571011216
0,22,229,r,0.9002891132812848,0.883395005106469
0,19,73,r,1.2108666562131365,0.5832053018422735
0,20,154,r,0.9479455169424065,0.4779919704352814
0,21,7,r,0.40908820549812147,0.4749431037796336
0,22,67,r,1.1786792006023108,1.2143491649593412
0,23,188,r,1.573288558000102,1.6160761362760896
0,19,140,r,0.6204473256614207,0.677322896573957
0,20,40,r,0.7353466837272026,0.7980026338366011
0,21,48,r,0.5818758402850015,0.07631642879265202
0,22,239,r,1.2556571272024195,1.3046643687433186
0,23,94,r,1.1668615646251213,1.2255763616220567
0,20,70,r,0.6363658515110686,0.6883374602275576
0,21,76,r,0.7793234784863906,0.7639231872038414
0,22,157,r,0.6655974506750206,0.7418096641544921
0,23,199,r,1.3361900612473556,0.8862271899412992
0,24,202,r,0.8710210652519776,0.9336495898961075
0,20,53,r,0.4115228557619985,0.43597955256013704
0,21,214,r,1.1738286375522344,0.7229928932749836
0,22,55,r,0.8141120879652208,1.3025728651499953
0,23,174,r,0.28837141237344366,0.29580759214027985
0,24,130,r,1.130807119495918,1.1540116909322649
0,21,8,r,0.8640030984370903,0.9377802370526205
0,22,94,r,1.4634562691030886,1.5296012771138887
0,23,193,r,0.2931783263009097,0.36448620484777217
0,24,239,r,1.0819546978205072,1.1302546512329978
0,25,141,r,0.9084078345484979,0.4552562506730835
0,21,75,r,1.1982433303642712,0.7229085750974572
0,22,178,r,1.004056301543649,1.0487425977575437
0,23,226,r,0.974786606280468,0.549307581900367
0,24,39,r,1.2654586916801183,0.8250552900439299
0,25,79,r,0.8780120134398053,0.435466202218249
0,22,75,r,1.5595081889206905,1.091989500573911
0,23,77,r,1.0239422439220163,1.0724582367653555
0,24,92,r,1.3949358866555865,0.9689887735403314
0,25,214,r,1.0987676092195366,0.6528902780123997
0,26,148,r,0.7566337001445885,0.7015939463348546
0,22,167,r,0.5536164008207377,0.5490863800222333
0,23,160,r,0.09343170157024805,0.6711348744099418
0,24,249,r,0.9450138408672835,0.9702686098321041
0,25,244,r,0.8351089218987496,0.42981389782796386
0,26,10,r,1.0566045397790442,0.631030997802721
0,23,239,r,1.109486122395562,1.17072395910762
0,24,178,r,0.6738229702384567,0.7384266111027625
0,25,73,r,0.840788870417488,0.3195987851858055
0,26,88,r,1.284356959957817,1.0891652511302206
0,27,75,r,1.2872976859165828,0.8478653043337441
0,23,39,r,1.2295648782443063,0.7923207080109882
0,24,177,r,0.775790125425778,0.2906290083455833
0,25,45,r,0.6587165812802682,0.7173254621003711
0,26,235,r,0.7067877019679453,0.7756832948251656
0,27,227,r,1.0469530804572187,0.5218678918691526
0,24,83,r,1.3336497620868024,0.9018371213370024
0,25,142,r,0.4404127350545093,0.524587548867311
0,26,65,r,0.7093177597914139,0.7676896989372471
0,27,9,r,1.2720392122042246,1.3315380671962096
0,28,141,r,1.1217740424348164,0.6132731548142794
0,24,75,r,1.2763115910054887,0.8329075836218336
0,25,188,r,1.2044641818509279,1.2642987897849904
0,26,81,r,1.3184897354715193,0.861500579922402
0,27,0,r,1.2922611154661119,0.8566742207004896
0,28,18,r,0.6573314933489818,0.12260768387016296
0,25,228,r,0.5561059381526301,0.5703156834450317
0,26,245,r,0.25412250030742106,0.2641285911694239
0,27,94,r,1.1145852127547358,1.1596059063942894
0,28,0,r,1.2418545782342223,0.7520503631101197
0,29,83,r,1.1149183134467635,0.6646209258507065
0,25,221,r,0.9287615667831319,0.52115635964616
0,26,140,r,0.5169901250468399,0.5954630758220834
0,27,152,r,0.8850925067876407,0.9329511278517435
0,28,190,r,0.5570412478329103,0.6109621831969124
0,29,139,r,0.9696373794327441,0.5489284708000929
0,26,51,r,0.5731278801971271,0.5636400198724801
0,27,28,r,0.8989681287188402,0.4346231471803614
0,28,152,r,0.7041890192864156,0.7728529354178586
0,29,75,r,1.4806993427520463,1.0010644929367942
0,30,28,r,0.9594068799935673,0.5007603324592617
0,26,214,r,1.1183068988500915,0.6876365058124412
0,27,239,r,0.9973382661081988,1.0542179960518792
0,28,247,r,0.8779434989187354,0.9378498319114954
0,29,153,r,0.8518545619062063,0.3748363716890334
0,30,73,r,0.7206262269724459,0.32810514656764833
0,27,70,r,0.9674990299694826,1.0078624698572705
0,28,215,r,0.6985307531077651,0.6770769467704705
0,29,62,r,0.8745499891829851,0.9092779222535968
0,30,198,r,0.2724568646970427,-0.2476554250604314
0,31,81,r,1.4312803986197702,0.9179532630232841
0,27,39,r,1.2986689983528938,0.8442326321297083
0,28,142,r,1.0869972178841532,0.7372657056586434
0,29,9,r,1.6398036629359019,1.6255440537014145
0,30,154,r,0.9307320164578146,0.5070983981902558
0,31,69,r,1.2753648350179634,0.6069052628189446
0,28,148,r,0.5308480781101446,0.5274406162479399
0,29,80,r,0.3760232175935046,0.44671215523487434
0,30,46,r,1.1104686960763397,0.6634845047861749
0,31,28,r,0.862511815791616,0.3795478433973272
0,32,67,r,0.5861034638735183,0.6638455818221652
0,28,125,r,1.092937591873842,0.6322946961706052
0,29,65,r,1.112775980133923,1.1832646242388962
0,30,207,r,0.5164796229095496,0.5754340689588499
0,31,169,r,0.5513257309608564,0.5927200991159318
0,32,153,r,1.0008629911347335,0.5222698926017361
0,29,88,r,1.3512005847139994,1.2939427020498404
0,30,124,r,0.528702198165468,0.6062176635171141
0,31,21,r,0.9103484296401875,0.29726271678904587
0,32,83,r,1.0861524425020055,0.6108354275325183
0,33,46,r,1.2711827439981866,0.8434546491892938
0,29,227,r,1.0076147454678455,0.5449850698248607
0,30,10,r,0.9593998561647663,0.496675538581913
0,31,221,r,1.4666559999492714,1.0221179799333768
0,32,214,r,1.0849150672914707,0.6589924628594831
0,33,173,r,1.298423480806841,0.8394204517739137
0,30,21,r,0.8354382219498951,0.3681224965528906
0,31,229,r,1.2393906317903376,0.8626391618258016
0,32,125,r,1.011871370804171,0.5692635225279845
0,33,88,r,1.3012762775513242,1.3500322272343868
0,34,9,r,1.2502045756177242,1.2753055246790284
0,30,248,r,0.5636668806653864,0.06583235841737226
0,31,227,r,0.9455178865887846,0.4949190100788835
0,32,223,r,0.5452529443946953,0.5965034265412139
0,33,79,r,1.1245648448100407,0.6833521194688725
0,34,69,r,0.5523051149108514,0.6373978860485693
0,31,46,r,1.2645139943722268,0.8150066190351419
0,32,8,r,1.182310104980175,1.2205120987507838
0,33,0,r,1.3663339030812978,0.9437771976372421
0,34,125,r,1.03400439250017,0.5928588059995219
0,35,210,r,0.9435339655280963,0.4548370926231635
0,31,62,r,0.7509521270975954,0.8215792510150632
0,32,199,r,1.011083814510568,0.563561225542491
0,33,54,r,0.4438180313924834,-0.021623668275985247
0,34,195,r,0.2101033241806028,0.19497205412948515
